,sna,tot,sbi,sarea,mday,ar,bemp,act
480,YouBike2.0_捷運忠孝新生站(2號出口),32,0,中正區,2023-06-02 09:13:04,忠孝東路二段132號(東側),32,1
481,YouBike2.0_光華商場,28,4,中正區,2023-06-02 09:21:16,新生北路一段/市民大道三段口(西側),24,1
482,YouBike2.0_中山青島路口,30,8,中正區,2023-06-02 09:17:25,中山南路/青島東路口(東北側),22,1
483,YouBike2.0_捷運中正紀念堂站(5號出口),29,5,中正區,2023-06-02 09:12:15,捷運中正紀念堂站(5號出口)西側,23,1
484,YouBike2.0_北平東杭州北路口,20,8,中正區,2023-06-02 09:17:25,北平東路/杭州北路口(東北側),12,1
485,YouBike2.0_王貫英先生紀念圖書館,15,9,中正區,2023-06-02 09:19:14,汀州路二段265號,6,1
486,YouBike2.0_金山信義路口,25,0,中正區,2023-06-02 09:22:14,金山南路一段148號前側,24,1
487,YouBike2.0_林森徐州路口,16,10,中正區,2023-06-02 09:16:14,林森南路/徐州路口(西南側),3,1
488,YouBike2.0_徐州杭州路口,19,3,中正區,2023-06-02 09:17:25,徐州路/杭州南路一段口(西北側),15,1
489,YouBike2.0_捷運中正紀念堂站(6號出口),17,1,中正區,2023-06-02 08:58:04,捷運中正紀念堂站(6號出口)北側,15,1
490,YouBike2.0_捷運臺北車站(M2出口),20,2,中正區,2023-06-02 09:21:16,市民大道一段168號旁,18,1
491,YouBike2.0_臺北市國父史蹟館(逸仙公園),31,2,中正區,2023-06-02 09:07:15,中山北路一段46號北側,29,1
492,YouBike2.0_捷運西門站(5號出口),30,1,中正區,2023-06-02 09:17:14,捷運西門站(5號出口)南側,29,1
493,YouBike2.0_弘道國中,18,5,中正區,2023-06-02 09:22:14,公園路21號西北側,8,1
494,YouBike2.0_臺北市第一女子高級中學,17,9,中正區,2023-06-02 09:16:14,重慶南路一段165號旁,8,1
495,YouBike2.0_台北市替代役中心,15,0,中正區,2023-06-02 09:14:04,汀州路三段8號前,15,1
496,YouBike2.0_紹興徐州路口,18,2,中正區,2023-06-02 09:21:16,紹興南街/徐州路(東南側),16,1
497,YouBike2.0_羅斯福寧波東街口,20,1,中正區,2023-06-02 09:15:05,羅斯福路一段/寧波東街(東南側),18,1
498,YouBike2.0_自來水園區,30,0,中正區,2023-06-02 08:52:04,中正區思源街16號對面人行道,29,1
499,YouBike2.0_仁愛林森路口,20,15,中正區,2023-06-02 09:16:14,仁愛路一段路口/林森南路(東北側),5,1
500,YouBike2.0_捷運西門站(3號出口),36,1,中正區,2023-06-02 09:15:16,中華路一段/寶慶路(東南側),35,1
501,YouBike2.0_仁愛金山路口,9,1,中正區,2023-06-02 09:21:04,仁愛路二段31號前,7,1
502,YouBike2.0_杭州南路一段101巷口,14,0,中正區,2023-06-02 07:36:04,金山南路一段72號前,14,1
503,YouBike2.0_仁愛杭州路口,15,8,中正區,2023-06-02 09:21:16,仁愛路一段59號旁,7,1
504,YouBike2.0_龍興里活動中心,21,12,中正區,2023-06-02 09:22:14,三元街131號旁,9,1
505,YouBike2.0_植物園,22,12,中正區,2023-06-02 09:10:21,和平西路二段100號前,10,1
506,YouBike2.0_郵政博物館,20,16,中正區,2023-06-02 09:19:14,重慶南路二段45號前方(郵政博物館前),4,1
507,YouBike2.0_林森北平路口,20,4,中正區,2023-06-02 08:46:14,林森北路與北平東路口西北側,16,1
508,YouBike2.0_北平紹興路口,15,2,中正區,2023-06-02 08:56:16,北平東路30號對側人行道,13,1
509,YouBike2.0_天津北平路口,15,1,中正區,2023-06-02 09:19:04,天津街1號對側人行道,14,1
510,YouBike2.0_捷運忠孝新生站(1號出口),19,1,中正區,2023-06-02 09:21:04,捷運忠孝新生站(1號出口)後方,18,1
511,YouBike2.0_捷運忠孝新生站(5號出口),13,0,中正區,2023-06-02 09:03:03,新生南路一段56號前方,13,1
512,YouBike2.0_捷運臺大醫院站(1號出口),19,4,中正區,2023-06-02 09:19:14,公園路/常德街口(西側),14,1
513,YouBike2.0_臺大醫院兒童醫院,22,2,中正區,2023-06-02 09:21:16,中山南路8號(青島西路側),18,1
514,YouBike2.0_林森濟南路口(東北側),15,13,中正區,2023-06-02 09:16:14,林森南路/濟南路一段口(東北側),2,1
515,YouBike2.0_仁愛紹興街口(南側),17,17,中正區,2023-06-02 08:59:04,仁愛路一段/紹興南街口(南側),0,1
516,YouBike2.0_中華南海路口,15,1,中正區,2023-06-02 08:15:17,中華路二段343號前,14,1
517,YouBike2.0_立法院台北會館,15,2,中正區,2023-06-02 09:21:16,博愛路217號旁,12,1
518,YouBike2.0_捷運善導寺站(3號出口)(忠孝東路側),17,3,中正區,2023-06-02 09:22:14,忠孝東路一段/林森南路口,14,1
519,YouBike2.0_國家音樂廳,22,6,中正區,2023-06-02 09:08:16,信義路一段(國家音樂廳西北側),16,1
520,YouBike2.0_忠孝西重慶南路口,33,19,中正區,2023-06-02 09:22:14,忠孝西路一段100號前,14,1
521,YouBike2.0_濟南路二段8巷口,15,13,中正區,2023-06-02 09:21:33,濟南路二段6-1號對側,2,1
522,YouBike2.0_仁愛金山路口(東南側),14,0,中正區,2023-06-02 09:21:04,仁愛路二段48-4號前,14,1
523,YouBike2.0_臺灣文學基地,15,1,中正區,2023-06-02 09:02:15,齊東街53巷10號,14,1
524,YouBike2.0_重慶南詔安街口,15,1,中正區,2023-06-02 09:17:14,重慶南路三段/詔安街,14,1
525,YouBike2.0_文光公園,17,0,中正區,2023-06-02 09:19:04,仁愛路二段65巷4號對側,17,1
526,YouBike2.0_捷運中正紀念堂站(2號出口),12,5,中正區,2023-06-02 09:14:14,羅斯福路一段10號前,7,1
527,YouBike2.0_螢圃里小公園,19,4,中正區,2023-06-02 09:11:15,汀州路二段135號對側,15,1
528,YouBike2.0_螢橋公園,15,2,中正區,2023-06-02 09:21:16,和平西路一段110號旁,12,1
529,YouBike2.0_通北街65巷口,16,10,中山區,2023-06-02 09:21:16,通北街/通北街65巷口(東北側),6,1
530,YouBike2.0_圓山風景區,15,8,中山區,2023-06-02 09:02:15,北安路/北安路77巷口(西北側),7,1
531,YouBike2.0_樂群二堤頂大道口,20,5,中山區,2023-06-02 09:17:25,堤頂大道二段382號(旁),15,1
532,YouBike2.0_劍潭社區,13,1,中山區,2023-06-02 08:52:04,通北街146巷2弄2號(對面公園),12,1
533,YouBike2.0_培英公園,30,12,中山區,2023-06-02 09:18:13,崇實路/大直街62巷(東南側),18,1
534,YouBike2.0_樂群二明水路口,20,9,中山區,2023-06-02 09:14:14,樂群二路/明水路口(東北側),11,1
535,YouBike2.0_北安大直街口,15,7,中山區,2023-06-02 09:15:16,北安路676號前人行道,8,1
536,YouBike2.0_捷運劍南路站(2號出口),86,12,中山區,2023-06-02 09:21:33,敬業三路11號(植福路側對面),74,1
537,YouBike2.0_樂群二敬業三路口,20,0,中山區,2023-06-02 09:10:10,敬業三路155號(前),20,1
538,YouBike2.0_樂群二敬業四路口,36,2,中山區,2023-06-02 09:16:04,樂群二路186號,34,1
539,YouBike2.0_捷運大直站(3號出口),34,7,中山區,2023-06-02 09:21:16,北安路536號(旁),26,1
540,YouBike2.0_復興市民路口,45,36,中山區,2023-06-02 09:21:16,復興南路一段36-9號前人行道,9,1
541,YouBike2.0_南京遼寧街口,34,5,中山區,2023-06-02 09:16:14,南京東路三段189號(對面),28,1
542,YouBike2.0_伊通長安路口,21,8,中山區,2023-06-02 09:21:16,伊通街/長安東路二段(西南側路側),11,1
543,YouBike2.0_新生長安路口,20,0,中山區,2023-06-02 08:23:04,新生北路一段/長安東路二段交叉口(北側),19,1
544,YouBike2.0_市民林森路口,29,4,中山區,2023-06-02 09:19:14,市民大道二段/林森北路(東北側),25,1
545,YouBike2.0_南京新生路口,30,1,中山區,2023-06-02 09:22:14,新生北路一段/南京東路一段口(橋墩下方),29,1
546,YouBike2.0_一江公園,22,4,中山區,2023-06-02 09:15:16,一江街/松江路132巷口(西北側),18,1
547,YouBike2.0_松江公園,25,1,中山區,2023-06-02 09:21:16,松江路/松江路84巷(西北側路側),24,1
548,YouBike2.0_新生長春路口,20,0,中山區,2023-06-02 09:19:04,新生北路二段/新生北路二段68巷交叉口(新生橋下),20,1
549,YouBike2.0_第二果菜批發市場,28,12,中山區,2023-06-02 09:16:14,民族東路410巷2弄18號(東側),16,1
550,YouBike2.0_民生建國路口,26,16,中山區,2023-06-02 09:21:16,民生東路三段 / 建國北路二段口,10,1
551,YouBike2.0_興安華城,62,2,中山區,2023-06-02 09:21:16,興安街53-4號對側,60,1
552,YouBike2.0_捷運中山國中站,62,35,中山區,2023-06-02 09:22:14,復興北路386號南側,25,1
553,YouBike2.0_龍江錦州街口,16,1,中山區,2023-06-02 09:13:04,龍江路287號前方,14,1
554,YouBike2.0_建國長春路口,16,4,中山區,2023-06-02 09:21:16,建國北路/長春路口(南側),12,1
555,YouBike2.0_南京建國路口,42,4,中山區,2023-06-02 09:21:16,南京東路二段/建國北路二段(北側),38,1
556,YouBike2.0_捷運松江南京站(7號出口),75,1,中山區,2023-06-02 09:22:14,松江路119號前,74,1
557,YouBike2.0_朱崙商場,31,16,中山區,2023-06-02 09:19:14,龍江路15號前,15,1
558,YouBike2.0_中吉公園,15,1,中山區,2023-06-02 09:17:14,松江路170巷20號對側,14,1
559,YouBike2.0_華山公園,19,1,中山區,2023-06-02 09:12:15,市民大道與長安東路一段52巷口,18,1
560,YouBike2.0_建國北路一段17巷,45,7,中山區,2023-06-02 09:17:25,建國北路一段17巷/八德路二段137巷口,38,1
561,YouBike2.0_江寧公園,15,7,中山區,2023-06-02 09:17:25,合江街186號對側,8,1
562,YouBike2.0_民權龍江路口,32,1,中山區,2023-06-02 09:13:14,民權東路三段與龍江路口東南側,31,1
563,YouBike2.0_捷運中山國小站(2號出口),59,0,中山區,2023-06-02 08:56:04,捷運中山國小站(2號出口)後方,59,1
564,YouBike2.0_捷運行天宮站(3號出口),42,2,中山區,2023-06-02 09:22:14,松江路261號前,40,1
565,YouBike2.0_林森農安街口,17,5,中山區,2023-06-02 09:21:33,林森北路582號(前),12,1
566,YouBike2.0_捷運中山國小站(4號出口),20,1,中山區,2023-06-02 09:21:33,民權東路一段/民權東路一段71巷口,19,1
567,YouBike2.0_農安雙城街口,15,6,中山區,2023-06-02 09:13:14,農安街12-1號前方,9,1
568,YouBike2.0_新生德惠街口,15,1,中山區,2023-06-02 09:21:16,新生北路三段76號對側,14,1
569,YouBike2.0_民族林森路口,20,11,中山區,2023-06-02 09:02:15,民族東路17號前,9,1
570,YouBike2.0_臺北市立美術館,24,13,中山區,2023-06-02 09:21:16,花博公園5號出入口旁,11,1
571,YouBike2.0_中山民族路口,16,8,中山區,2023-06-02 09:21:16,中山北路三段54號前,8,1
572,YouBike2.0_新生高架停車場(林森北路107巷口),14,0,中山區,2023-06-02 09:03:03,新生北路一段與林森北路107巷口(新生高架橋下),13,1
573,YouBike2.0_南京林森路口(東南側),10,3,中山區,2023-06-02 09:22:14,南京東路一段86號前,6,1
574,YouBike2.0_仁德公園,18,0,中山區,2023-04-17 00:35:05,吉林路108巷與南京東路二段21巷口東南側,18,0
575,YouBike2.0_中原公園,15,3,中山區,2023-06-02 09:17:25,新生北路二段45巷(中原公園西側),12,1
576,YouBike2.0_下埤公園,24,2,中山區,2023-06-02 09:19:14,民族東路512巷13弄4號,22,1
577,YouBike2.0_五常國中,16,2,中山區,2023-06-02 09:19:14,復興北路488巷2弄5號對側,14,1
578,YouBike2.0_榮星花園,38,13,中山區,2023-06-02 09:21:16,五常街77號對側,25,1
579,YouBike2.0_民權建國路口,34,1,中山區,2023-06-02 09:16:14,民權東路三段/建國北路三段口(東北側),33,1
580,YouBike2.0_松江路431巷口,15,13,中山區,2023-06-02 09:21:16,松江路433號前,2,1
581,YouBike2.0_新喜公園,13,0,中山區,2023-06-02 09:21:04,德惠街170巷22號對側,13,1
582,YouBike2.0_吉林路407巷口,15,0,中山區,2023-06-02 09:04:12,吉林路401號前,15,1
583,YouBike2.0_民族松江路口,17,10,中山區,2023-06-02 09:19:14,民族東路與松江路口西北側,7,1
584,YouBike2.0_林安泰古厝,22,9,中山區,2023-06-02 09:22:14,濱江街5號對側,13,1
585,YouBike2.0_中山公民會館,20,20,中山區,2023-06-02 08:59:04,中山北路二段128巷口,0,1
586,YouBike2.0_渭水八德路口,23,1,中山區,2023-06-02 09:07:04,渭水路54號對側,22,1
587,YouBike2.0_捷運中山站(2號出口),33,3,中山區,2023-06-02 09:22:14,南京西路4號前,30,1
588,YouBike2.0_撫順公園,20,18,中山區,2023-06-02 09:22:14,中山北路三段2號對側,2,1
589,YouBike2.0_新生公園,16,4,中山區,2023-06-02 09:16:14,民族東路/吉林路口(西北側),12,1
590,YouBike2.0_捷運行天宮站(1號出口),46,1,中山區,2023-06-02 09:19:14,松江路230號前,45,1
591,YouBike2.0_林森長春路口,28,6,中山區,2023-06-02 09:17:25,長春路29號前,22,1
592,YouBike2.0_建國農安街口,35,9,中山區,2023-06-02 09:22:14,建國北路/農安街口(建國橋下),26,1
593,YouBike2.0_松江路77巷口,10,0,中山區,2023-06-02 09:17:14,松江路77巷口,10,1
594,YouBike2.0_建國長安路口,20,9,中山區,2023-06-02 09:21:33,建國北路一段與長安東路二段口北側,10,1
595,YouBike2.0_市民新生路口,15,2,中山區,2023-06-02 09:07:04,新生北路一段36號前,13,1
596,YouBike2.0_民權吉林路口,15,0,中山區,2023-06-02 08:52:04,民權東路二段51號前,15,1
597,YouBike2.0_中山農安街口,17,5,中山區,2023-06-02 09:22:04,中山北路三段25號前,12,1
598,YouBike2.0_捷運行政大樓,14,4,中山區,2023-06-02 09:17:25,中山北路二段48巷7號前,10,1
599,YouBike2.0_中吉公園(松江路188巷),22,0,中山區,2023-06-02 09:16:04,松江路188巷11號對側,22,1
600,YouBike2.0_吉林路123巷口,13,0,中山區,2023-06-02 08:47:04,吉林路125號前,13,1
601,YouBike2.0_中原民生路口,15,0,中山區,2023-06-02 08:23:04,民生東路二段33號旁,15,1
602,YouBike2.0_國立臺北大學(臺北校區),38,37,中山區,2023-06-02 09:16:04,民生東路三段67號前,1,1
603,YouBike2.0_錦州吉林路口,20,0,中山區,2023-06-02 09:21:16,錦州街174號前,20,1
604,YouBike2.0_中山北路二段59巷口,12,11,中山區,2023-06-02 09:21:33,中山北路二段59之3號前,1,1
605,YouBike2.0_永盛公園(民生東路一段23巷),24,2,中山區,2023-06-02 09:17:25,民生東路一段23巷/民生東路一段27巷口,22,1
606,YouBike2.0_新生錦州街口,20,0,中山區,2023-06-02 08:17:14,新生北路二段100號前,20,1
607,YouBike2.0_濱江街199巷口,15,4,中山區,2023-06-02 09:11:15,濱江街199巷(八號疏散門前),11,1
608,YouBike2.0_大佳社區公園,15,3,中山區,2023-06-02 09:14:14,濱江街154巷對側,12,1
609,YouBike2.0_濱江果菜市場,22,7,中山區,2023-06-02 09:16:14,民族東路336號前,15,1
610,YouBike2.0_興安合江路口,19,2,中山區,2023-06-02 09:21:16,興安街60號對側,17,1
611,YouBike2.0_復興北路514巷口東側,10,0,中山區,2023-06-02 09:21:04,復興北路514巷66號前側,10,1
612,YouBike2.0_台泥大樓,18,17,中山區,2023-06-02 09:21:17,中山北路二段113-133號前,1,1
613,YouBike2.0_植福樂群路口,10,7,中山區,2023-06-02 08:43:15,植福路/樂群三路(西北側),3,1
614,YouBike2.0_新興公園,20,2,中山區,2023-06-02 09:21:17,錦州街13巷/中山北路二段137巷口(東南側),18,1
615,YouBike2.0_南京伊通街口,11,6,中山區,2023-06-02 09:17:25,南京東路二段178-1號,5,1
616,YouBike2.0_南京龍江路口,15,14,中山區,2023-06-02 09:22:14,南京東路三段121號前,1,1
617,YouBike2.0_撫順街41巷(崇德宮前),19,10,中山區,2023-06-02 09:10:21,撫順街41巷1-7號對側,9,1
618,YouBike2.0_臺北市立圖書館大直分館,20,1,中山區,2023-06-02 09:19:14,大直街28號對側,19,1
619,YouBike2.0_捷運大直站(1號出口),27,3,中山區,2023-06-02 09:16:14,北安路535之2號旁,22,1
620,YouBike2.0_捷運松江南京站(4號出口),32,0,中山區,2023-06-02 09:21:04,松江路95-1至109號前方,32,1
621,YouBike2.0_中429公園,15,0,中山區,2023-06-02 09:19:04,敬業三路177巷南側,15,1
622,YouBike2.0_長春路137巷口,16,1,中山區,2023-06-02 09:17:14,民生東路二段134號前,15,1
623,YouBike2.0_松江民生路口,17,0,中山區,2023-06-02 09:17:14,松江路208號前,17,1
624,YouBike2.0_松江路132巷口,14,1,中山區,2023-06-02 09:21:04,吉林路100號對側,13,1
625,YouBike2.0_長春吉林路口,10,0,中山區,2023-06-02 08:48:04,長春路120號前,10,1
626,YouBike2.0_長春一江街口,11,4,中山區,2023-06-02 09:17:25,長春路135號前,7,1
627,YouBike2.0_捷運松江南京站(8號出口),20,0,中山區,2023-06-02 09:21:04,南京東路二段101號前,20,1
628,YouBike2.0_南京一江街口,10,7,中山區,2023-06-02 09:21:17,南京東路二段85號前,3,1
629,YouBike2.0_松江長春路口,16,7,中山區,2023-06-02 09:16:14,松江路158號前,9,1
630,YouBike2.0_經國七海文化園區,15,7,中山區,2023-06-02 09:21:17,北安路301號前,8,1
631,YouBike2.0_民族玉門街口,20,11,中山區,2023-06-02 09:18:13,民族西路口與玉門街口東北側,9,1
632,YouBike2.0_新生農安街口,15,0,中山區,2023-06-02 09:21:17,新生北路三段與農安街口(高架橋下),15,1
633,YouBike2.0_稻江高級護理家事職業學校,14,1,中山區,2023-06-02 09:21:33,農安街77巷與農安街77巷1弄口,12,1
634,YouBike2.0_捷運大直站(3號出口)_1,18,9,中山區,2023-06-02 09:19:14,北安路458巷41弄52之1號前,9,1
635,YouBike2.0_樂群二明水路口_1,20,4,中山區,2023-06-02 09:21:17,樂群二路 / 明水路口(東側),16,1
636,YouBike2.0_民權吉林路口(南側),16,1,中山區,2023-06-02 09:11:04,民權東路二段46號前,15,1
637,YouBike2.0_長春龍江路口,24,2,中山區,2023-06-02 09:18:13,長春路與龍江路口西北側,22,1
638,YouBike2.0_民權新生路口,26,1,中山區,2023-06-02 09:09:14,民權東路一段/新生北路三段(北側)(新生高架橋下),24,1
639,YouBike2.0_建國長春路口(北側),20,7,中山區,2023-06-02 09:21:17,建國北路/長春路口(北側),12,1
640,YouBike2.0_中山行政中心,24,4,中山區,2023-06-02 09:21:17,松江路/農安街口,20,1
641,YouBike2.0_臺北市立美術館_1,18,18,中山區,2023-06-02 09:04:04,中山北路三段(花博流行館前),0,1
642,YouBike2.0_劍潭社區_1,18,2,中山區,2023-06-02 08:36:15,通北街143號前,16,1
643,YouBike2.0_濱江國小游泳池,16,7,中山區,2023-06-02 09:19:14,樂群二路266巷99號前,9,1
644,YouBike2.0_林森公園,25,5,中山區,2023-06-02 09:22:14,林森北路/南京東路一段,20,1
645,YouBike2.0_中428公園,15,6,中山區,2023-06-02 09:21:17,樂群二路30巷/樂群二路116巷61弄,9,1
646,YouBike2.0_復華公園,20,0,中山區,2023-06-02 09:21:04,南京東路三段109巷/龍江路120巷,20,1
647,YouBike2.0_新生民族路口(西南側),15,0,中山區,2023-06-02 09:10:10,新生北路三段/民族東路(西南側),15,1
648,YouBike2.0_捷運南京復興站(1號出口),21,18,中山區,2023-06-02 09:18:13,捷運南京復興站(1號出口)後方(遼寧街155巷),3,1
649,YouBike2.0_八德市場(北側),16,1,中山區,2023-06-02 09:08:16,建國南路一段/市民大道交叉口(北側),15,1
650,YouBike2.0_龍江朱崙街口,14,9,中山區,2023-06-02 09:21:17,龍江路/朱崙街口西北側,5,1
651,YouBike2.0_大直街94巷,15,5,中山區,2023-06-02 09:02:15,大直街94巷口,10,1
652,YouBike2.0_捷運南京復興站(8號出口),25,5,中山區,2023-06-02 09:21:17,南京東路三段221號前,19,1
653,YouBike2.0_民權建國路口(南側),15,7,中山區,2023-06-02 09:21:17,民權東路三段/建國北路二段(南側高架橋下),7,1
654,YouBike2.0_林森德惠街口,16,4,中山區,2023-06-02 09:18:13,德惠街11號東側,11,1
655,YouBike2.0_新生濱江街口(東南側),21,6,中山區,2023-06-02 08:50:22,新生北路三段/濱江街口(東南側),15,1
656,YouBike2.0_新生北路一段62巷口,20,0,中山區,2023-06-02 08:57:04,新生北路一段64號對側,20,1
657,YouBike2.0_新生長春路口(東北側),19,5,中山區,2023-06-02 09:16:14,新生北路二段39-2號對側,14,1
658,YouBike2.0_捷運劍南路站(1號出口),17,8,中山區,2023-06-02 09:21:17,北安路811巷/821巷4弄口,9,1
659,YouBike2.0_敬業三樂群三路口(西北側),16,8,中山區,2023-06-02 09:17:25,敬業三路/樂群三路口,8,1
660,YouBike2.0_長春路258巷2弄口,15,0,中山區,2023-06-02 09:19:04,長春路258巷6號北側,15,1
661,YouBike2.0_長寧大廈社區(南側),15,5,中山區,2023-06-02 08:52:15,遼寧街201巷13號前,10,1
662,YouBike2.0_建國五常街口,20,1,中山區,2023-06-02 09:21:17,建國北路三段/五常街,19,1
663,YouBike2.0_中山北路二段62巷口,12,11,中山區,2023-06-02 09:15:16,中山北路二段66號前,1,1
664,YouBike2.0_市民安東街口,20,0,中山區,2023-06-02 09:21:17,市民大道三段179號前,20,1
665,YouBike2.0_市民大道二段5巷口,15,3,中山區,2023-06-02 09:22:14,市民大道二段/市民大道二段5巷,12,1
666,YouBike2.0_文湖街21巷118弄口,19,1,內湖區,2023-06-02 09:16:04,文湖街21巷118弄6-10號(前),18,1
667,YouBike2.0_北勢湖環保公園,15,11,內湖區,2023-06-02 08:58:14,內湖路一段66-72號前方公園,4,1
668,YouBike2.0_洲子一號公園,43,43,內湖區,2023-06-02 09:17:14,基湖路37號西側,0,1
669,YouBike2.0_西康公園,16,1,內湖區,2023-06-02 09:09:04,內湖路一段225巷口,15,1
670,YouBike2.0_文湖國小,31,2,內湖區,2023-06-02 09:22:14,文湖街21巷口北側,29,1
671,YouBike2.0_文湖街81巷10號西側,14,1,內湖區,2023-06-02 09:13:04,文湖街81巷10號西側,13,1
672,YouBike2.0_德明財經科技大學,27,8,內湖區,2023-06-02 09:16:14,環山路一段56號南側,19,1
673,YouBike2.0_麗山國小,15,1,內湖區,2023-06-02 09:06:03,內湖路一段411巷56號東側,14,1
674,YouBike2.0_麗山高中,25,4,內湖區,2023-06-02 09:17:25,環山路二段141號北側,21,1
675,YouBike2.0_港華五號公園,16,0,內湖區,2023-06-02 08:06:04,環山路二段81號西北側,16,1
676,YouBike2.0_大湖國小,25,0,內湖區,2023-06-02 09:04:12,大湖山莊街/大湖山莊街176巷(東南側),25,1
677,YouBike2.0_安湖三號公園,12,1,內湖區,2023-06-02 09:22:14,東湖路113巷49弄3號北側,11,1
678,YouBike2.0_東湖路113巷95弄,10,0,內湖區,2023-06-02 07:03:04,東湖路113巷95弄13號西側,10,1
679,YouBike2.0_瑞光計程車服務站,20,17,內湖區,2023-06-02 09:21:17,港墘路221巷2號,3,1
680,YouBike2.0_文德三號公園(江南街71巷16弄),15,8,內湖區,2023-06-02 09:21:17,瑞光路271號東南側,7,1
681,YouBike2.0_捷運大湖公園站(2號出口),28,4,內湖區,2023-06-02 09:17:25,成功路五段5號東側,24,1
682,YouBike2.0_康寧星雲街口,12,2,內湖區,2023-06-02 09:01:16,康寧路一段116號,10,1
683,YouBike2.0_星雲街47號,15,11,內湖區,2023-06-02 09:17:25,星雲街47號南側,4,1
684,YouBike2.0_捷運西湖站(1號出口),35,0,內湖區,2023-06-02 09:21:04,內湖路一段285巷15號(對面),35,1
685,YouBike2.0_捷運西湖站(2號出口),12,0,內湖區,2023-06-02 09:19:04,內湖路一段291號(對面),12,1
686,YouBike2.0_洲子二號公園,60,49,內湖區,2023-06-02 09:22:14,瑞光路500號(對面),11,1
687,YouBike2.0_港都公園,15,1,內湖區,2023-06-02 09:22:14,港華街57號(對面),14,1
688,YouBike2.0_環山路二段26巷口,29,2,內湖區,2023-06-02 08:42:15,環山路二段/環山路二段26巷(西南側),27,1
689,YouBike2.0_成功金龍路口,23,21,內湖區,2023-06-02 09:21:17,成功路四段188號,2,1
690,YouBike2.0_碧山公園,31,19,內湖區,2023-06-02 09:22:14,內湖路三段60巷28號東側,11,1
691,YouBike2.0_金瑞公園,20,3,內湖區,2023-06-02 09:12:15,金龍路203-8號北側,17,1
692,YouBike2.0_捷運文德站(2號出口),49,1,內湖區,2023-06-02 09:21:04,文德路212號旁,48,1
693,YouBike2.0_陽光公園,16,1,內湖區,2023-06-02 09:13:14,陽光街與文德路220巷口西側,15,1
694,YouBike2.0_文德二號公園(南側),13,1,內湖區,2023-06-02 08:40:26,陽光街與陽光街68巷102弄口,12,1
695,YouBike2.0_文德二號公園(北側),15,0,內湖區,2023-06-02 08:42:04,文德路210巷12號對側,15,1
696,YouBike2.0_瑞陽公園,12,0,內湖區,2023-06-02 09:21:17,文德路22巷6號(對面),12,1
697,YouBike2.0_湖光國宅,22,0,內湖區,2023-06-02 08:17:14,文德路22巷與文德路22巷74弄口,22,1
698,YouBike2.0_潭美街213號,12,7,內湖區,2023-06-02 09:14:14,潭美街213號南側,5,1
699,YouBike2.0_南京東路六段180號,21,2,內湖區,2023-06-02 09:12:15,南京東路六段180號北側,19,1
700,YouBike2.0_潭美國小(南京舊宗路口),16,0,內湖區,2023-06-02 07:41:04,行善路179號南側,16,1
701,YouBike2.0_新明路343號,10,8,內湖區,2023-06-02 08:19:15,新明路341號北側,2,1
702,YouBike2.0_週美里活動廣場,17,1,內湖區,2023-06-02 08:36:16,潭美街139號對側,16,1
703,YouBike2.0_內湖行政中心,25,4,內湖區,2023-06-02 09:09:14,民權東路六段99號(前),21,1
704,YouBike2.0_樂康公園,20,2,內湖區,2023-06-02 09:21:17,康樂街61巷73弄22-1號南側,18,1
705,YouBike2.0_安康路32巷24弄,21,18,內湖區,2023-06-02 09:21:17,安康路32巷24弄22號,3,1
706,YouBike2.0_明美公園,18,14,內湖區,2023-06-02 09:21:33,石潭路27號南側,4,1
707,YouBike2.0_南京東路六段368巷,33,16,內湖區,2023-06-02 09:14:14,南京東路六段382號西南側,17,1
708,YouBike2.0_新明成功路口,18,0,內湖區,2023-06-02 09:21:04,新明路22號,17,1
709,YouBike2.0_民權瑞光路口,20,2,內湖區,2023-06-02 09:14:14,民權東路六段50號,18,1
710,YouBike2.0_瑞光公共住宅(瑞光路),18,12,內湖區,2023-06-02 09:21:17,瑞光路160號,6,1
711,YouBike2.0_民權東路六段15巷,17,11,內湖區,2023-06-02 09:11:15,民權東路六段15巷29號,6,1
712,YouBike2.0_扶輪親恩公園,17,0,內湖區,2023-06-02 08:59:04,民權東路六段30號,17,1
713,YouBike2.0_新湖三民善街口,15,0,內湖區,2023-06-02 09:03:04,新湖三路36號,15,1
714,YouBike2.0_內湖119號綠地,24,6,內湖區,2023-06-02 09:05:17,南京東路六段125號南側,18,1
715,YouBike2.0_行善公園,20,11,內湖區,2023-06-02 09:21:33,潭美街27號西側,9,1
716,YouBike2.0_三軍總醫院,14,14,內湖區,2023-06-02 09:13:04,成功路二段424號(對面),0,1
717,YouBike2.0_福華商場,20,4,內湖區,2023-06-02 09:18:13,民權東路六段/民權東路六段180巷(西南側),16,1
718,YouBike2.0_臺北市網球中心,16,0,內湖區,2023-06-02 09:06:03,民權東路六段208號(前),15,1
719,YouBike2.0_捷運葫洲站(1號出口),25,15,內湖區,2023-06-02 09:22:14,康寧路三段39號(對面),9,1
720,YouBike2.0_麗湖國小,18,3,內湖區,2023-06-02 08:22:14,金湖路363巷11號(對面),15,1
721,YouBike2.0_金湖路347巷125弄口,15,1,內湖區,2023-06-02 09:12:15,金湖路347巷125弄1號(對面),14,1
722,YouBike2.0_碧湖公園,15,7,內湖區,2023-06-02 09:13:14,內湖路二段/內湖路二段103巷口(東北側),8,1
